ID,s1_wav,s2_wav,mix_wav,s1_class,s2_class
496,/iitjhome/m23mac003/VOX2/id00562/2KLM0Lact6A/00016.wav,/iitjhome/m23mac003/VOX2/id01437/uFPYqotT7tU/00235.wav,/iitjhome/m23mac003/TRAIN_MIX/496.wav,5,18
497,/iitjhome/m23mac003/VOX2/id00562/k55bxJmR-hc/00192.wav,/iitjhome/m23mac003/VOX2/id01460/Ct1XMedcGHk/00071.wav,/iitjhome/m23mac003/TRAIN_MIX/497.wav,5,19
498,/iitjhome/m23mac003/VOX2/id00562/rKTMjAt-gRs/00235.wav,/iitjhome/m23mac003/VOX2/id01460/pyZmIIfRmvw/00316.wav,/iitjhome/m23mac003/TRAIN_MIX/498.wav,5,19
499,/iitjhome/m23mac003/VOX2/id00562/0Zh6t-f8MsY/00006.wav,/iitjhome/m23mac003/VOX2/id01509/1y0aWmgYDtw/00007.wav,/iitjhome/m23mac003/TRAIN_MIX/499.wav,5,20
500,/iitjhome/m23mac003/VOX2/id00562/h87Jhq4r2f8/00170.wav,/iitjhome/m23mac003/VOX2/id01509/kpICNY0gvYU/00348.wav,/iitjhome/m23mac003/TRAIN_MIX/500.wav,5,20
501,/iitjhome/m23mac003/VOX2/id00562/L-eFxmhV0CE/00087.wav,/iitjhome/m23mac003/VOX2/id01541/n5xBUfjzIM0/00260.wav,/iitjhome/m23mac003/TRAIN_MIX/501.wav,5,21
502,/iitjhome/m23mac003/VOX2/id00562/9tqfxnIUShw/00072.wav,/iitjhome/m23mac003/VOX2/id01541/pcy3Lbz2gm8/00297.wav,/iitjhome/m23mac003/TRAIN_MIX/502.wav,5,21
503,/iitjhome/m23mac003/VOX2/id00562/nb9rbeaDwr4/00206.wav,/iitjhome/m23mac003/VOX2/id01567/rT9IX7qKbVU/00385.wav,/iitjhome/m23mac003/TRAIN_MIX/503.wav,5,22
504,/iitjhome/m23mac003/VOX2/id00562/QXeKdcX0WhI/00112.wav,/iitjhome/m23mac003/VOX2/id01567/mRFSbMOczoY/00367.wav,/iitjhome/m23mac003/TRAIN_MIX/504.wav,5,22
505,/iitjhome/m23mac003/VOX2/id00562/X7FJ3M3bz3c/00127.wav,/iitjhome/m23mac003/VOX2/id01593/xYSFA0pJBl0/00454.wav,/iitjhome/m23mac003/TRAIN_MIX/505.wav,5,23
506,/iitjhome/m23mac003/VOX2/id00562/hmfaBIi9bqA/00174.wav,/iitjhome/m23mac003/VOX2/id01593/u5AgUWl3fFU/00439.wav,/iitjhome/m23mac003/TRAIN_MIX/506.wav,5,23
507,/iitjhome/m23mac003/VOX2/id00562/9LAZqHI80BY/00044.wav,/iitjhome/m23mac003/VOX2/id01618/p_pa0JGeT3g/00176.wav,/iitjhome/m23mac003/TRAIN_MIX/507.wav,5,24
508,/iitjhome/m23mac003/VOX2/id00562/0Zh6t-f8MsY/00003.wav,/iitjhome/m23mac003/VOX2/id01618/p_pa0JGeT3g/00180.wav,/iitjhome/m23mac003/TRAIN_MIX/508.wav,5,24
509,/iitjhome/m23mac003/VOX2/id00562/ajQGQ2AyKSg/00138.wav,/iitjhome/m23mac003/VOX2/id01822/Qwujptox6cU/00069.wav,/iitjhome/m23mac003/TRAIN_MIX/509.wav,5,25
510,/iitjhome/m23mac003/VOX2/id00562/9LAZqHI80BY/00043.wav,/iitjhome/m23mac003/VOX2/id01822/Bup9EGUYxks/00004.wav,/iitjhome/m23mac003/TRAIN_MIX/510.wav,5,25
511,/iitjhome/m23mac003/VOX2/id00562/PLbU4oll6nA/00105.wav,/iitjhome/m23mac003/VOX2/id01892/3vKPgjwFjbo/00005.wav,/iitjhome/m23mac003/TRAIN_MIX/511.wav,5,26
512,/iitjhome/m23mac003/VOX2/id00562/htn5If_bfvM/00180.wav,/iitjhome/m23mac003/VOX2/id01892/jP6jIGwyOhA/00120.wav,/iitjhome/m23mac003/TRAIN_MIX/512.wav,5,26
513,/iitjhome/m23mac003/VOX2/id00562/nb9rbeaDwr4/00205.wav,/iitjhome/m23mac003/VOX2/id01989/QgNlXur0wrs/00099.wav,/iitjhome/m23mac003/TRAIN_MIX/513.wav,5,27
514,/iitjhome/m23mac003/VOX2/id00562/0Zh6t-f8MsY/00008.wav,/iitjhome/m23mac003/VOX2/id01989/27xzJl4tIuU/00003.wav,/iitjhome/m23mac003/TRAIN_MIX/514.wav,5,27
515,/iitjhome/m23mac003/VOX2/id00562/rKTMjAt-gRs/00238.wav,/iitjhome/m23mac003/VOX2/id02019/9F4PXKthXY8/00028.wav,/iitjhome/m23mac003/TRAIN_MIX/515.wav,5,28
516,/iitjhome/m23mac003/VOX2/id00562/k55bxJmR-hc/00197.wav,/iitjhome/m23mac003/VOX2/id02019/OfPKHc6w2vw/00069.wav,/iitjhome/m23mac003/TRAIN_MIX/516.wav,5,28
517,/iitjhome/m23mac003/VOX2/id00562/9tqfxnIUShw/00062.wav,/iitjhome/m23mac003/VOX2/id02057/DrbyaYTA1II/00129.wav,/iitjhome/m23mac003/TRAIN_MIX/517.wav,5,29
518,/iitjhome/m23mac003/VOX2/id00562/j070zjfq0Uc/00187.wav,/iitjhome/m23mac003/VOX2/id02057/L75hdqt98nw/00185.wav,/iitjhome/m23mac003/TRAIN_MIX/518.wav,5,29
519,/iitjhome/m23mac003/VOX2/id00562/jj4IHATSIUE/00189.wav,/iitjhome/m23mac003/VOX2/id02086/CBNOvx4Phxw/00147.wav,/iitjhome/m23mac003/TRAIN_MIX/519.wav,5,30
520,/iitjhome/m23mac003/VOX2/id00562/MmJk7tNOmjM/00099.wav,/iitjhome/m23mac003/VOX2/id02086/tjyLugzs-Yk/00465.wav,/iitjhome/m23mac003/TRAIN_MIX/520.wav,5,30
521,/iitjhome/m23mac003/VOX2/id00562/oK_SBiWlXgc/00212.wav,/iitjhome/m23mac003/VOX2/id02181/eGVNnRR-is8/00102.wav,/iitjhome/m23mac003/TRAIN_MIX/521.wav,5,31
522,/iitjhome/m23mac003/VOX2/id00562/oK_SBiWlXgc/00213.wav,/iitjhome/m23mac003/VOX2/id02181/iEF0MWApQms/00113.wav,/iitjhome/m23mac003/TRAIN_MIX/522.wav,5,31
523,/iitjhome/m23mac003/VOX2/id00562/2KLM0Lact6A/00025.wav,/iitjhome/m23mac003/VOX2/id02286/Aa-1Ve4Piok/00051.wav,/iitjhome/m23mac003/TRAIN_MIX/523.wav,5,32
524,/iitjhome/m23mac003/VOX2/id00562/0Zh6t-f8MsY/00005.wav,/iitjhome/m23mac003/VOX2/id02286/bXpavyiCu10/00120.wav,/iitjhome/m23mac003/TRAIN_MIX/524.wav,5,32
525,/iitjhome/m23mac003/VOX2/id00562/mi5AWJ8aJ4c/00202.wav,/iitjhome/m23mac003/VOX2/id02317/fCty9YzH3dY/00402.wav,/iitjhome/m23mac003/TRAIN_MIX/525.wav,5,33
526,/iitjhome/m23mac003/VOX2/id00562/qchaWeAfOmg/00221.wav,/iitjhome/m23mac003/VOX2/id02317/5DOcRIdkKsc/00023.wav,/iitjhome/m23mac003/TRAIN_MIX/526.wav,5,33
527,/iitjhome/m23mac003/VOX2/id00562/qchaWeAfOmg/00223.wav,/iitjhome/m23mac003/VOX2/id02445/52pbaaBtg_o/00014.wav,/iitjhome/m23mac003/TRAIN_MIX/527.wav,5,34
528,/iitjhome/m23mac003/VOX2/id00562/QXeKdcX0WhI/00113.wav,/iitjhome/m23mac003/VOX2/id02445/oQzAlnXUR38/00086.wav,/iitjhome/m23mac003/TRAIN_MIX/528.wav,5,34
529,/iitjhome/m23mac003/VOX2/id00562/9LAZqHI80BY/00049.wav,/iitjhome/m23mac003/VOX2/id02465/Ig0s8dTqQXw/00075.wav,/iitjhome/m23mac003/TRAIN_MIX/529.wav,5,35
530,/iitjhome/m23mac003/VOX2/id00562/oK_SBiWlXgc/00212.wav,/iitjhome/m23mac003/VOX2/id02465/6jp5YsZYtHI/00025.wav,/iitjhome/m23mac003/TRAIN_MIX/530.wav,5,35
531,/iitjhome/m23mac003/VOX2/id00562/9LAZqHI80BY/00047.wav,/iitjhome/m23mac003/VOX2/id02542/yuMWDIc9Byo/00120.wav,/iitjhome/m23mac003/TRAIN_MIX/531.wav,5,36
532,/iitjhome/m23mac003/VOX2/id00562/qchaWeAfOmg/00227.wav,/iitjhome/m23mac003/VOX2/id02542/k0bbTkHkVhA/00088.wav,/iitjhome/m23mac003/TRAIN_MIX/532.wav,5,36
533,/iitjhome/m23mac003/VOX2/id00562/vJm0eV7XJbA/00245.wav,/iitjhome/m23mac003/VOX2/id02548/ECjj4AL9Njw/00079.wav,/iitjhome/m23mac003/TRAIN_MIX/533.wav,5,37
534,/iitjhome/m23mac003/VOX2/id00562/X7FJ3M3bz3c/00125.wav,/iitjhome/m23mac003/VOX2/id02548/1jUgCWeAJw4/00020.wav,/iitjhome/m23mac003/TRAIN_MIX/534.wav,5,37
535,/iitjhome/m23mac003/VOX2/id00562/vJm0eV7XJbA/00247.wav,/iitjhome/m23mac003/VOX2/id02576/1I_1rFQPPSo/00011.wav,/iitjhome/m23mac003/TRAIN_MIX/535.wav,5,38
536,/iitjhome/m23mac003/VOX2/id00562/nb9rbeaDwr4/00208.wav,/iitjhome/m23mac003/VOX2/id02576/8vaunTJccWw/00042.wav,/iitjhome/m23mac003/TRAIN_MIX/536.wav,5,38
537,/iitjhome/m23mac003/VOX2/id00562/H6ajCZMCUwk/00077.wav,/iitjhome/m23mac003/VOX2/id02577/3RJcRB3kd4w/00008.wav,/iitjhome/m23mac003/TRAIN_MIX/537.wav,5,39
538,/iitjhome/m23mac003/VOX2/id00562/QXeKdcX0WhI/00120.wav,/iitjhome/m23mac003/VOX2/id02577/wfgRMT2aB9U/00149.wav,/iitjhome/m23mac003/TRAIN_MIX/538.wav,5,39
539,/iitjhome/m23mac003/VOX2/id00562/L-eFxmhV0CE/00086.wav,/iitjhome/m23mac003/VOX2/id02685/7sWPaD4Ps4w/00019.wav,/iitjhome/m23mac003/TRAIN_MIX/539.wav,5,40
540,/iitjhome/m23mac003/VOX2/id00562/2nC975mY-Z4/00030.wav,/iitjhome/m23mac003/VOX2/id02685/NtHmnSLaGCA/00040.wav,/iitjhome/m23mac003/TRAIN_MIX/540.wav,5,40
541,/iitjhome/m23mac003/VOX2/id00562/oK_SBiWlXgc/00211.wav,/iitjhome/m23mac003/VOX2/id02725/GpongLybzsk/00026.wav,/iitjhome/m23mac003/TRAIN_MIX/541.wav,5,41
542,/iitjhome/m23mac003/VOX2/id00562/g3bm4IvckOA/00160.wav,/iitjhome/m23mac003/VOX2/id02725/48uYS3bHIA8/00024.wav,/iitjhome/m23mac003/TRAIN_MIX/542.wav,5,41
543,/iitjhome/m23mac003/VOX2/id00562/k55bxJmR-hc/00195.wav,/iitjhome/m23mac003/VOX2/id02745/qfl5UBhhLnU/00124.wav,/iitjhome/m23mac003/TRAIN_MIX/543.wav,5,42
544,/iitjhome/m23mac003/VOX2/id00562/qchaWeAfOmg/00224.wav,/iitjhome/m23mac003/VOX2/id02745/5oDO9Avn0qg/00046.wav,/iitjhome/m23mac003/TRAIN_MIX/544.wav,5,42
545,/iitjhome/m23mac003/VOX2/id00562/9tqfxnIUShw/00051.wav,/iitjhome/m23mac003/VOX2/id03030/YxBoufnVIMw/00182.wav,/iitjhome/m23mac003/TRAIN_MIX/545.wav,5,43
546,/iitjhome/m23mac003/VOX2/id00562/htn5If_bfvM/00180.wav,/iitjhome/m23mac003/VOX2/id03030/CqUJaqlV6wM/00051.wav,/iitjhome/m23mac003/TRAIN_MIX/546.wav,5,43
547,/iitjhome/m23mac003/VOX2/id00562/k55bxJmR-hc/00196.wav,/iitjhome/m23mac003/VOX2/id03041/g5YLpUZBNKc/00019.wav,/iitjhome/m23mac003/TRAIN_MIX/547.wav,5,44
548,/iitjhome/m23mac003/VOX2/id00562/L-eFxmhV0CE/00085.wav,/iitjhome/m23mac003/VOX2/id03041/NJUcU7j30JI/00011.wav,/iitjhome/m23mac003/TRAIN_MIX/548.wav,5,44
549,/iitjhome/m23mac003/VOX2/id00562/L-eFxmhV0CE/00086.wav,/iitjhome/m23mac003/VOX2/id03127/QAySEL63CLw/00176.wav,/iitjhome/m23mac003/TRAIN_MIX/549.wav,5,45
550,/iitjhome/m23mac003/VOX2/id00562/j070zjfq0Uc/00182.wav,/iitjhome/m23mac003/VOX2/id03127/4Syi3a5aIZ4/00032.wav,/iitjhome/m23mac003/TRAIN_MIX/550.wav,5,45
551,/iitjhome/m23mac003/VOX2/id00562/LbEEOSY9Z00/00098.wav,/iitjhome/m23mac003/VOX2/id03178/W3h_IkPVsbM/00166.wav,/iitjhome/m23mac003/TRAIN_MIX/551.wav,5,46
552,/iitjhome/m23mac003/VOX2/id00562/9LAZqHI80BY/00044.wav,/iitjhome/m23mac003/VOX2/id03178/bBbhjxpbUiE/00195.wav,/iitjhome/m23mac003/TRAIN_MIX/552.wav,5,46
553,/iitjhome/m23mac003/VOX2/id00562/vJm0eV7XJbA/00246.wav,/iitjhome/m23mac003/VOX2/id03347/pPWGEPixOoM/00339.wav,/iitjhome/m23mac003/TRAIN_MIX/553.wav,5,47
554,/iitjhome/m23mac003/VOX2/id00562/0Zh6t-f8MsY/00006.wav,/iitjhome/m23mac003/VOX2/id03347/nSAKXYdEOOM/00302.wav,/iitjhome/m23mac003/TRAIN_MIX/554.wav,5,47
555,/iitjhome/m23mac003/VOX2/id00562/9tqfxnIUShw/00063.wav,/iitjhome/m23mac003/VOX2/id03382/VaRkOy_ZXP8/00024.wav,/iitjhome/m23mac003/TRAIN_MIX/555.wav,5,48
556,/iitjhome/m23mac003/VOX2/id00562/h87Jhq4r2f8/00170.wav,/iitjhome/m23mac003/VOX2/id03382/Xgi4122KjRA/00027.wav,/iitjhome/m23mac003/TRAIN_MIX/556.wav,5,48
557,/iitjhome/m23mac003/VOX2/id00562/QXeKdcX0WhI/00118.wav,/iitjhome/m23mac003/VOX2/id03524/rXIx2Cu1Zfk/00419.wav,/iitjhome/m23mac003/TRAIN_MIX/557.wav,5,49
558,/iitjhome/m23mac003/VOX2/id00562/PLbU4oll6nA/00106.wav,/iitjhome/m23mac003/VOX2/id03524/Cqh4rBSoViA/00043.wav,/iitjhome/m23mac003/TRAIN_MIX/558.wav,5,49
559,/iitjhome/m23mac003/VOX2/id00812/pLjziqnar8U/00347.wav,/iitjhome/m23mac003/VOX2/id00817/wfMi1Ij8KB0/00397.wav,/iitjhome/m23mac003/TRAIN_MIX/559.wav,6,7
560,/iitjhome/m23mac003/VOX2/id00812/NeNXGI8mox8/00158.wav,/iitjhome/m23mac003/VOX2/id00817/HUmfsvegMRo/00155.wav,/iitjhome/m23mac003/TRAIN_MIX/560.wav,6,7
561,/iitjhome/m23mac003/VOX2/id00812/YdyJmnqCONA/00253.wav,/iitjhome/m23mac003/VOX2/id00866/Awi1Q0yib1s/00098.wav,/iitjhome/m23mac003/TRAIN_MIX/561.wav,6,8
562,/iitjhome/m23mac003/VOX2/id00812/jaNXS9fX4fA/00323.wav,/iitjhome/m23mac003/VOX2/id00866/2KYsNinMZ9U/00041.wav,/iitjhome/m23mac003/TRAIN_MIX/562.wav,6,8
563,/iitjhome/m23mac003/VOX2/id00812/hfqkXZtahhs/00314.wav,/iitjhome/m23mac003/VOX2/id00926/_ZkDMNLiFgA/00079.wav,/iitjhome/m23mac003/TRAIN_MIX/563.wav,6,9
564,/iitjhome/m23mac003/VOX2/id00812/5fZj9Fzi5K0/00026.wav,/iitjhome/m23mac003/VOX2/id00926/_ZkDMNLiFgA/00057.wav,/iitjhome/m23mac003/TRAIN_MIX/564.wav,6,9
565,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00113.wav,/iitjhome/m23mac003/VOX2/id01000/v3rMmmfySg4/00099.wav,/iitjhome/m23mac003/TRAIN_MIX/565.wav,6,10
566,/iitjhome/m23mac003/VOX2/id00812/KFXs6KOSNpU/00151.wav,/iitjhome/m23mac003/VOX2/id01000/lC9J8CcOsQU/00089.wav,/iitjhome/m23mac003/TRAIN_MIX/566.wav,6,10
567,/iitjhome/m23mac003/VOX2/id00812/FCYl0W72fEc/00104.wav,/iitjhome/m23mac003/VOX2/id01041/EHJLN1PJFzQ/00080.wav,/iitjhome/m23mac003/TRAIN_MIX/567.wav,6,11
568,/iitjhome/m23mac003/VOX2/id00812/COWfGElL6aU/00070.wav,/iitjhome/m23mac003/VOX2/id01041/EHJLN1PJFzQ/00083.wav,/iitjhome/m23mac003/TRAIN_MIX/568.wav,6,11
569,/iitjhome/m23mac003/VOX2/id00812/yN1eLGNHiSA/00406.wav,/iitjhome/m23mac003/VOX2/id01066/e71SqcgaTIs/00159.wav,/iitjhome/m23mac003/TRAIN_MIX/569.wav,6,12
570,/iitjhome/m23mac003/VOX2/id00812/IteHRVKyzaE/00142.wav,/iitjhome/m23mac003/VOX2/id01066/kqP_NZ1FRlM/00186.wav,/iitjhome/m23mac003/TRAIN_MIX/570.wav,6,12
571,/iitjhome/m23mac003/VOX2/id00812/5fZj9Fzi5K0/00038.wav,/iitjhome/m23mac003/VOX2/id01106/YxkZcpn0wxs/00252.wav,/iitjhome/m23mac003/TRAIN_MIX/571.wav,6,13
572,/iitjhome/m23mac003/VOX2/id00812/R5pnGAwZ7eY/00190.wav,/iitjhome/m23mac003/VOX2/id01106/WRjuuae075U/00211.wav,/iitjhome/m23mac003/TRAIN_MIX/572.wav,6,13
573,/iitjhome/m23mac003/VOX2/id00812/XMQDNQ9GUIo/00226.wav,/iitjhome/m23mac003/VOX2/id01224/NDUOaWdMVbs/00126.wav,/iitjhome/m23mac003/TRAIN_MIX/573.wav,6,14
574,/iitjhome/m23mac003/VOX2/id00812/3OYZYK9sbdA/00019.wav,/iitjhome/m23mac003/VOX2/id01224/p575B7k07a8/00379.wav,/iitjhome/m23mac003/TRAIN_MIX/574.wav,6,14
575,/iitjhome/m23mac003/VOX2/id00812/U4x_J3Tk4vY/00193.wav,/iitjhome/m23mac003/VOX2/id01228/_IBlYXmYETM/00253.wav,/iitjhome/m23mac003/TRAIN_MIX/575.wav,6,15
576,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00115.wav,/iitjhome/m23mac003/VOX2/id01228/ApUy5iGR3Yc/00088.wav,/iitjhome/m23mac003/TRAIN_MIX/576.wav,6,15
577,/iitjhome/m23mac003/VOX2/id00812/7ppP2WTpZ1s/00044.wav,/iitjhome/m23mac003/VOX2/id01298/evCi4BUbIWY/00313.wav,/iitjhome/m23mac003/TRAIN_MIX/577.wav,6,16
578,/iitjhome/m23mac003/VOX2/id00812/EAGEv9yRp0M/00088.wav,/iitjhome/m23mac003/VOX2/id01298/zw76LSgzzS8/00497.wav,/iitjhome/m23mac003/TRAIN_MIX/578.wav,6,16
579,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00114.wav,/iitjhome/m23mac003/VOX2/id01333/_ldiVrXgZKc/00302.wav,/iitjhome/m23mac003/TRAIN_MIX/579.wav,6,17
580,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00115.wav,/iitjhome/m23mac003/VOX2/id01333/QCXK5T2v3bM/00160.wav,/iitjhome/m23mac003/TRAIN_MIX/580.wav,6,17
581,/iitjhome/m23mac003/VOX2/id00812/XSqnoawZejw/00241.wav,/iitjhome/m23mac003/VOX2/id01437/LgnNNq3sfPY/00089.wav,/iitjhome/m23mac003/TRAIN_MIX/581.wav,6,18
582,/iitjhome/m23mac003/VOX2/id00812/egWzySwZDK0/00292.wav,/iitjhome/m23mac003/VOX2/id01437/uXAe0vbNWeo/00247.wav,/iitjhome/m23mac003/TRAIN_MIX/582.wav,6,18
583,/iitjhome/m23mac003/VOX2/id00812/yN1eLGNHiSA/00401.wav,/iitjhome/m23mac003/VOX2/id01460/cH23Eq0_fD4/00194.wav,/iitjhome/m23mac003/TRAIN_MIX/583.wav,6,19
584,/iitjhome/m23mac003/VOX2/id00812/R5pnGAwZ7eY/00184.wav,/iitjhome/m23mac003/VOX2/id01460/9sefvU9y4Kw/00054.wav,/iitjhome/m23mac003/TRAIN_MIX/584.wav,6,19
585,/iitjhome/m23mac003/VOX2/id00812/jaNXS9fX4fA/00323.wav,/iitjhome/m23mac003/VOX2/id01509/9rfQsvJ0sVc/00108.wav,/iitjhome/m23mac003/TRAIN_MIX/585.wav,6,20
586,/iitjhome/m23mac003/VOX2/id00812/EAGEv9yRp0M/00085.wav,/iitjhome/m23mac003/VOX2/id01509/CY1J5pgQ47o/00119.wav,/iitjhome/m23mac003/TRAIN_MIX/586.wav,6,20
587,/iitjhome/m23mac003/VOX2/id00812/v2PHAyRa6gY/00370.wav,/iitjhome/m23mac003/VOX2/id01541/ng5WSbZ9M08/00266.wav,/iitjhome/m23mac003/TRAIN_MIX/587.wav,6,21
588,/iitjhome/m23mac003/VOX2/id00812/hfqkXZtahhs/00318.wav,/iitjhome/m23mac003/VOX2/id01541/cOyCVyETtlQ/00176.wav,/iitjhome/m23mac003/TRAIN_MIX/588.wav,6,21
589,/iitjhome/m23mac003/VOX2/id00812/QAG3BMlqafU/00177.wav,/iitjhome/m23mac003/VOX2/id01567/us6EPrD_kKM/00454.wav,/iitjhome/m23mac003/TRAIN_MIX/589.wav,6,22
590,/iitjhome/m23mac003/VOX2/id00812/YdyJmnqCONA/00255.wav,/iitjhome/m23mac003/VOX2/id01567/YtZS9hH1j24/00265.wav,/iitjhome/m23mac003/TRAIN_MIX/590.wav,6,22
591,/iitjhome/m23mac003/VOX2/id00812/pLjziqnar8U/00339.wav,/iitjhome/m23mac003/VOX2/id01593/pO180haP_vo/00410.wav,/iitjhome/m23mac003/TRAIN_MIX/591.wav,6,23
592,/iitjhome/m23mac003/VOX2/id00812/yN1eLGNHiSA/00405.wav,/iitjhome/m23mac003/VOX2/id01593/gOrQyrbptGo/00380.wav,/iitjhome/m23mac003/TRAIN_MIX/592.wav,6,23
593,/iitjhome/m23mac003/VOX2/id00812/IteHRVKyzaE/00146.wav,/iitjhome/m23mac003/VOX2/id01618/MBIz7CeaHM0/00084.wav,/iitjhome/m23mac003/TRAIN_MIX/593.wav,6,24
594,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00112.wav,/iitjhome/m23mac003/VOX2/id01618/nzX9_mno89o/00148.wav,/iitjhome/m23mac003/TRAIN_MIX/594.wav,6,24
595,/iitjhome/m23mac003/VOX2/id00812/3OYZYK9sbdA/00018.wav,/iitjhome/m23mac003/VOX2/id01822/aaauTFSGhB8/00113.wav,/iitjhome/m23mac003/TRAIN_MIX/595.wav,6,25
596,/iitjhome/m23mac003/VOX2/id00812/pLjziqnar8U/00341.wav,/iitjhome/m23mac003/VOX2/id01822/Qwujptox6cU/00070.wav,/iitjhome/m23mac003/TRAIN_MIX/596.wav,6,25
597,/iitjhome/m23mac003/VOX2/id00812/Oc7mAMd8ziE/00166.wav,/iitjhome/m23mac003/VOX2/id01892/Wmv6Lm99t1w/00098.wav,/iitjhome/m23mac003/TRAIN_MIX/597.wav,6,26
598,/iitjhome/m23mac003/VOX2/id00812/7ppP2WTpZ1s/00051.wav,/iitjhome/m23mac003/VOX2/id01892/7sODin7rirc/00079.wav,/iitjhome/m23mac003/TRAIN_MIX/598.wav,6,26
599,/iitjhome/m23mac003/VOX2/id00812/b3dBqOtzsx0/00278.wav,/iitjhome/m23mac003/VOX2/id01989/T16KgSbv7DI/00121.wav,/iitjhome/m23mac003/TRAIN_MIX/599.wav,6,27
600,/iitjhome/m23mac003/VOX2/id00812/hfqkXZtahhs/00318.wav,/iitjhome/m23mac003/VOX2/id01989/xmusJBQwQEs/00168.wav,/iitjhome/m23mac003/TRAIN_MIX/600.wav,6,27
601,/iitjhome/m23mac003/VOX2/id00812/7qTpm6bwQW0/00058.wav,/iitjhome/m23mac003/VOX2/id02019/7hUOc7Ht-2I/00022.wav,/iitjhome/m23mac003/TRAIN_MIX/601.wav,6,28
602,/iitjhome/m23mac003/VOX2/id00812/Ypl15Alz_-I/00258.wav,/iitjhome/m23mac003/VOX2/id02019/2Ro7HJfMr10/00010.wav,/iitjhome/m23mac003/TRAIN_MIX/602.wav,6,28
603,/iitjhome/m23mac003/VOX2/id00812/5fZj9Fzi5K0/00028.wav,/iitjhome/m23mac003/VOX2/id02057/c1nli4esA2o/00333.wav,/iitjhome/m23mac003/TRAIN_MIX/603.wav,6,29
604,/iitjhome/m23mac003/VOX2/id00812/IteHRVKyzaE/00144.wav,/iitjhome/m23mac003/VOX2/id02057/EKhTzMKYKb0/00137.wav,/iitjhome/m23mac003/TRAIN_MIX/604.wav,6,29
605,/iitjhome/m23mac003/VOX2/id00812/5fZj9Fzi5K0/00032.wav,/iitjhome/m23mac003/VOX2/id02086/DIECIvgMFwM/00164.wav,/iitjhome/m23mac003/TRAIN_MIX/605.wav,6,30
606,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00119.wav,/iitjhome/m23mac003/VOX2/id02086/ZY67_sIfSH0/00308.wav,/iitjhome/m23mac003/TRAIN_MIX/606.wav,6,30
607,/iitjhome/m23mac003/VOX2/id00812/3OYZYK9sbdA/00016.wav,/iitjhome/m23mac003/VOX2/id02181/2r5HI-jy6po/00004.wav,/iitjhome/m23mac003/TRAIN_MIX/607.wav,6,31
608,/iitjhome/m23mac003/VOX2/id00812/Oc7mAMd8ziE/00168.wav,/iitjhome/m23mac003/VOX2/id02181/DawmE0eeiQ4/00036.wav,/iitjhome/m23mac003/TRAIN_MIX/608.wav,6,31
609,/iitjhome/m23mac003/VOX2/id00812/vmvo1ySQVXg/00376.wav,/iitjhome/m23mac003/VOX2/id02286/4T-CluJt8WI/00035.wav,/iitjhome/m23mac003/TRAIN_MIX/609.wav,6,32
610,/iitjhome/m23mac003/VOX2/id00812/IteHRVKyzaE/00143.wav,/iitjhome/m23mac003/VOX2/id02286/GEYNjI9ILgE/00081.wav,/iitjhome/m23mac003/TRAIN_MIX/610.wav,6,32
611,/iitjhome/m23mac003/VOX2/id00812/_s6-vOd6NDo/00274.wav,/iitjhome/m23mac003/VOX2/id02317/9c8-H4RHIZQ/00100.wav,/iitjhome/m23mac003/TRAIN_MIX/611.wav,6,33
612,/iitjhome/m23mac003/VOX2/id00812/UBRkDiIhf_w/00198.wav,/iitjhome/m23mac003/VOX2/id02317/izudwWTXuUk/00432.wav,/iitjhome/m23mac003/TRAIN_MIX/612.wav,6,33
613,/iitjhome/m23mac003/VOX2/id00812/5fZj9Fzi5K0/00034.wav,/iitjhome/m23mac003/VOX2/id02445/52pbaaBtg_o/00016.wav,/iitjhome/m23mac003/TRAIN_MIX/613.wav,6,34
614,/iitjhome/m23mac003/VOX2/id00812/7ppP2WTpZ1s/00045.wav,/iitjhome/m23mac003/VOX2/id02445/f5u3ktNPHAk/00078.wav,/iitjhome/m23mac003/TRAIN_MIX/614.wav,6,34
615,/iitjhome/m23mac003/VOX2/id00812/FckgZAs-jHI/00112.wav,/iitjhome/m23mac003/VOX2/id02465/0Ocu8l1eAng/00003.wav,/iitjhome/m23mac003/TRAIN_MIX/615.wav,6,35
616,/iitjhome/m23mac003/VOX2/id00812/vwPISiBnneQ/00381.wav,/iitjhome/m23mac003/VOX2/id02465/RLi2ItGherA/00109.wav,/iitjhome/m23mac003/TRAIN_MIX/616.wav,6,35
617,/iitjhome/m23mac003/VOX2/id00812/AzDjo0Uyk4Y/00061.wav,/iitjhome/m23mac003/VOX2/id02542/p7bvjcLbZm4/00101.wav,/iitjhome/m23mac003/TRAIN_MIX/617.wav,6,36
618,/iitjhome/m23mac003/VOX2/id00812/_s6-vOd6NDo/00273.wav,/iitjhome/m23mac003/VOX2/id02542/0yaLdVk_UyQ/00015.wav,/iitjhome/m23mac003/TRAIN_MIX/618.wav,6,36
